,BiGG,BiGG_target
783,M_adpglc_c,M_glycogen_c
784,M_adpglc_c,M_h_c
785,M_glycogen_c,M_g1p_c
786,M_pi_c,M_g1p_c
787,M_atp_c,M_adp_c
788,M_atp_c,M_h_c
789,M_atp_c,M_ru5p__L_c
790,M_rbl__L_c,M_adp_c
791,M_rbl__L_c,M_h_c
792,M_rbl__L_c,M_ru5p__L_c
793,M_ru5p__L_c,M_xu5p__D_c
794,M_tartr__L_c,M_h2o_c
795,M_tartr__L_c,M_oaa_c
796,M_h2o_c,M_pi_c
797,M_h2o_c,M_uri_c
798,M_ump_c,M_pi_c
799,M_ump_c,M_uri_c
800,M_5dh4dglc_c,M_2h3oppan_c
801,M_5dh4dglc_c,M_pyr_c
802,M_cmp_c,M_cytd_c
803,M_cmp_c,M_pi_c
804,M_h2o_c,M_cytd_c
805,M_h2o_c,M_pi_c
806,M_dtmp_c,M_pi_c
807,M_dtmp_c,M_thymd_c
808,M_h2o_c,M_pi_c
809,M_h2o_c,M_thymd_c
810,M_acACP_c,M_ACP_c
811,M_acACP_c,M_actACP_c
812,M_acACP_c,M_co2_c
813,M_h_c,M_ACP_c
814,M_h_c,M_actACP_c
815,M_h_c,M_co2_c
816,M_malACP_c,M_ACP_c
817,M_malACP_c,M_actACP_c
818,M_malACP_c,M_co2_c
819,M_frdp_c,M_hemeO_c
820,M_frdp_c,M_ppi_c
821,M_h2o_c,M_hemeO_c
822,M_h2o_c,M_ppi_c
823,M_pheme_c,M_hemeO_c
824,M_pheme_c,M_ppi_c
825,M_amet_c,M_ametam_c
826,M_amet_c,M_co2_c
827,M_h_c,M_ametam_c
828,M_h_c,M_co2_c
829,M_agm_c,M_ptrc_c
830,M_agm_c,M_urea_c
831,M_h2o_c,M_ptrc_c
832,M_h2o_c,M_urea_c
833,M_damp_c,M_dad_2_c
834,M_damp_c,M_pi_c
835,M_h2o_c,M_dad_2_c
836,M_h2o_c,M_pi_c
837,M_gthrd_c,M_lgt__S_c
838,M_mthgxl_c,M_lgt__S_c
839,M_h2o_c,M_pi_c
840,M_h2o_c,M_pydx_c
841,M_pydx5p_c,M_pi_c
842,M_pydx5p_c,M_pydx_c
843,M_h2o_c,M_pi_c
844,M_h2o_c,M_pydxn_c
845,M_pdx5p_c,M_pi_c
846,M_pdx5p_c,M_pydxn_c
847,M_arg__L_c,M_agm_c
848,M_arg__L_c,M_co2_c
849,M_h_c,M_agm_c
850,M_h_c,M_co2_c
851,M_3otdcoa_c,M_3htdcoa_c
852,M_3otdcoa_c,M_nad_c
853,M_h_c,M_3htdcoa_c
854,M_h_c,M_nad_c
855,M_nadh_c,M_3htdcoa_c
856,M_nadh_c,M_nad_c
857,M_3hbcoa_c,M_b2coa_c
858,M_3hbcoa_c,M_h2o_c
859,M_3hhcoa_c,M_h2o_c
860,M_3hhcoa_c,M_hx2coa_c
861,M_asp__L_c,M_amp_c
862,M_asp__L_c,M_argsuc_c
863,M_asp__L_c,M_h_c
864,M_asp__L_c,M_ppi_c
865,M_atp_c,M_amp_c
866,M_atp_c,M_argsuc_c
867,M_atp_c,M_h_c
868,M_atp_c,M_ppi_c
869,M_citr__L_c,M_amp_c
870,M_citr__L_c,M_argsuc_c
871,M_citr__L_c,M_h_c
872,M_citr__L_c,M_ppi_c
873,M_acg5sa_c,M_acg5p_c
874,M_acg5sa_c,M_h_c
875,M_acg5sa_c,M_nadph_c
876,M_nadp_c,M_acg5p_c
877,M_nadp_c,M_h_c
878,M_nadp_c,M_nadph_c
879,M_pi_c,M_acg5p_c
880,M_pi_c,M_h_c
881,M_pi_c,M_nadph_c
882,M_ametam_c,M_5mta_c
883,M_ametam_c,M_h_c
884,M_ametam_c,M_spmd_c
885,M_ptrc_c,M_5mta_c
886,M_ptrc_c,M_h_c
887,M_ptrc_c,M_spmd_c
888,M_glu1sa_c,M_5aop_c
889,M_ctp_c,M_ckdo_c
890,M_ctp_c,M_ppi_c
891,M_kdo_c,M_ckdo_c
892,M_kdo_c,M_ppi_c
893,M_3hocoa_c,M_h2o_c
894,M_3hocoa_c,M_oc2coa_c
895,M_gal1p_c,M_g1p_c
896,M_gal1p_c,M_udpgal_c
897,M_udpg_c,M_g1p_c
898,M_udpg_c,M_udpgal_c
899,M_ddcaACP_c,M_ACP_c
900,M_ddcaACP_c,M_kdo2lipid4L_c
901,M_kdo2lipid4_c,M_ACP_c
902,M_kdo2lipid4_c,M_kdo2lipid4L_c
903,M_g3p_c,M_co2_c
904,M_g3p_c,M_dxyl5p_c
905,M_h_c,M_co2_c
906,M_h_c,M_dxyl5p_c
907,M_pyr_c,M_co2_c
908,M_pyr_c,M_dxyl5p_c
909,M_h_c,M_co2_c
910,M_h_c,M_pyr_c
911,M_oaa_c,M_co2_c
912,M_oaa_c,M_pyr_c
913,M_mana_c,M_2ddglcn_c
914,M_mana_c,M_h2o_c
915,M_4c2me_c,M_2p4c2me_c
916,M_4c2me_c,M_adp_c
917,M_4c2me_c,M_h_c
918,M_atp_c,M_2p4c2me_c
919,M_atp_c,M_adp_c
920,M_atp_c,M_h_c
921,M_kdo2lipid4L_c,M_ACP_c
922,M_kdo2lipid4L_c,M_lipa_c
923,M_myrsACP_c,M_ACP_c
924,M_myrsACP_c,M_lipa_c
925,M_altrn_c,M_2ddglcn_c
926,M_altrn_c,M_h2o_c
927,M_2p4c2me_c,M_2mecdp_c
928,M_2p4c2me_c,M_cmp_c
929,M_glcur_c,M_fruur_c
930,M_hdeACP_c,M_ACP_c
931,M_hdeACP_c,M_kdo2lipid4p_c
932,M_kdo2lipid4_c,M_ACP_c
933,M_kdo2lipid4_c,M_kdo2lipid4p_c
934,M_gam1p_c,M_gam6p_c
935,M_2ddglcn_c,M_2ddg6p_c
936,M_2ddglcn_c,M_adp_c
937,M_2ddglcn_c,M_h_c
938,M_atp_c,M_2ddg6p_c
939,M_atp_c,M_adp_c
940,M_atp_c,M_h_c
941,M_kdo2lipid4p_c,M_ACP_c
942,M_kdo2lipid4p_c,M_lipa_cold_c
943,M_myrsACP_c,M_ACP_c
944,M_myrsACP_c,M_lipa_cold_c
945,M_glc__D_c,M_fru_c
946,M_man1p_c,M_man6p_c
947,M_icit_c,M_glx_c
948,M_icit_c,M_succ_c
949,M_acgam1p_c,M_ppi_c
950,M_acgam1p_c,M_uacgam_c
951,M_h_c,M_ppi_c
952,M_h_c,M_uacgam_c
953,M_utp_c,M_ppi_c
954,M_utp_c,M_uacgam_c
955,M_pep_c,M_pi_c
956,M_pep_c,M_uaccg_c
957,M_uacgam_c,M_pi_c
958,M_uacgam_c,M_uaccg_c
959,M_glu__D_c,M_glu__L_c
960,M_uacgam_c,M_uacmam_c
961,M_gly_c,M_co2_c
962,M_gly_c,M_mlthf_c
963,M_gly_c,M_nadh_c
964,M_gly_c,M_nh4_c
965,M_nad_c,M_co2_c
966,M_nad_c,M_mlthf_c
967,M_nad_c,M_nadh_c
968,M_nad_c,M_nh4_c
969,M_thf_c,M_co2_c
970,M_thf_c,M_mlthf_c
971,M_thf_c,M_nadh_c
972,M_thf_c,M_nh4_c
973,M_cmp_c,M_csn_c
974,M_cmp_c,M_r5p_c
975,M_h2o_c,M_csn_c
976,M_h2o_c,M_r5p_c
977,M_h_c,M_co2_c
978,M_h_c,M_nicrnt_c
979,M_h_c,M_ppi_c
980,M_prpp_c,M_co2_c
981,M_prpp_c,M_nicrnt_c
982,M_prpp_c,M_ppi_c
983,M_quln_c,M_co2_c
984,M_quln_c,M_nicrnt_c
985,M_quln_c,M_ppi_c
986,M_amet_c,M_ahcys_c
987,M_amet_c,M_h_c
988,M_amet_c,M_met__L_c
989,M_hcys__L_c,M_ahcys_c
990,M_hcys__L_c,M_h_c
991,M_hcys__L_c,M_met__L_c
992,M_h_c,M_acACP_c
993,M_h_c,M_co2_c
994,M_malACP_c,M_acACP_c
995,M_malACP_c,M_co2_c
996,M_2omhmbl_c,M_ahcys_c
997,M_2omhmbl_c,M_h_c
998,M_2omhmbl_c,M_q8h2_c
999,M_amet_c,M_ahcys_c
1000,M_amet_c,M_h_c
1001,M_amet_c,M_q8h2_c
1002,M_udpg_c,M_udpgal_c
1003,M_h2o_c,M_gal_c
1004,M_h2o_c,M_glc__D_c
1005,M_lcts_c,M_gal_c
1006,M_lcts_c,M_glc__D_c
1007,M_h2o_c,M_g6p_c
1008,M_h2o_c,M_glc__D_c
1009,M_tre6p_c,M_g6p_c
1010,M_tre6p_c,M_glc__D_c
1011,M_xyl__D_c,M_xylu__D_c
1012,M_co2_c,M_h_c
1013,M_co2_c,M_oaa_c
1014,M_co2_c,M_pi_c
1015,M_h2o_c,M_h_c
1016,M_h2o_c,M_oaa_c
1017,M_h2o_c,M_pi_c
1018,M_pep_c,M_h_c
1019,M_pep_c,M_oaa_c
1020,M_pep_c,M_pi_c
1021,M_chor_c,M_ichor_c
1022,M_btal_c,M_but_c
1023,M_btal_c,M_h_c
1024,M_btal_c,M_nadh_c
1025,M_h2o_c,M_but_c
1026,M_h2o_c,M_h_c
1027,M_h2o_c,M_nadh_c
1028,M_nad_c,M_but_c
1029,M_nad_c,M_h_c
1030,M_nad_c,M_nadh_c
1031,M_3odcoa_c,M_3hdcoa_c
1032,M_3odcoa_c,M_nad_c
1033,M_h_c,M_3hdcoa_c
1034,M_h_c,M_nad_c
1035,M_nadh_c,M_3hdcoa_c
1036,M_nadh_c,M_nad_c
1037,M_glyc3p_c,M_glyc_c
1038,M_glyc3p_c,M_pi_c
1039,M_h2o_c,M_glyc_c
1040,M_h2o_c,M_pi_c
1041,M_cinnm_c,M_cenchddd_c
1042,M_cinnm_c,M_nad_c
1043,M_h_c,M_cenchddd_c
1044,M_h_c,M_nad_c
1045,M_nadh_c,M_cenchddd_c
1046,M_nadh_c,M_nad_c
1047,M_o2_c,M_cenchddd_c
1048,M_o2_c,M_nad_c
1049,M_cechddd_c,M_dhpppn_c
1050,M_cechddd_c,M_h_c
1051,M_cechddd_c,M_nadh_c
1052,M_nad_c,M_dhpppn_c
1053,M_nad_c,M_h_c
1054,M_nad_c,M_nadh_c
1055,M_3oddcoa_c,M_3hddcoa_c
1056,M_3oddcoa_c,M_nad_c
1057,M_h_c,M_3hddcoa_c
1058,M_h_c,M_nad_c
1059,M_nadh_c,M_3hddcoa_c
1060,M_nadh_c,M_nad_c
1061,M_cenchddd_c,M_dhcinnm_c
1062,M_cenchddd_c,M_h_c
1063,M_cenchddd_c,M_nadh_c
1064,M_nad_c,M_dhcinnm_c
1065,M_nad_c,M_h_c
1066,M_nad_c,M_nadh_c
1067,M_3ohdcoa_c,M_3hhdcoa_c
1068,M_3ohdcoa_c,M_nad_c
1069,M_h_c,M_3hhdcoa_c
1070,M_h_c,M_nad_c
1071,M_nadh_c,M_3hhdcoa_c
1072,M_nadh_c,M_nad_c
1073,M_cit_c,M_ac_c
1074,M_cit_c,M_oaa_c
1075,M_gdpofuc_c,M_gdpfuc_c
1076,M_gdpofuc_c,M_nadp_c
1077,M_h_c,M_gdpfuc_c
1078,M_h_c,M_nadp_c
1079,M_nadph_c,M_gdpfuc_c
1080,M_nadph_c,M_nadp_c
1081,M_atp_c,M_adp_c
1082,M_atp_c,M_h_c
1083,M_atp_c,M_pydx5p_c
1084,M_pydx_c,M_adp_c
1085,M_pydx_c,M_h_c
1086,M_pydx_c,M_pydx5p_c
1087,M_dhpmp_c,M_dhnpt_c
1088,M_dhpmp_c,M_pi_c
1089,M_h2o_c,M_dhnpt_c
1090,M_h2o_c,M_pi_c
1091,M_6hmhpt_c,M_6hmhptpp_c
1092,M_6hmhpt_c,M_amp_c
1093,M_6hmhpt_c,M_h_c
1094,M_atp_c,M_6hmhptpp_c
1095,M_atp_c,M_amp_c
1096,M_atp_c,M_h_c
1097,M_atp_c,M_dpcoa_c
1098,M_atp_c,M_ppi_c
1099,M_h_c,M_dpcoa_c
1100,M_h_c,M_ppi_c
1101,M_pan4p_c,M_dpcoa_c
1102,M_pan4p_c,M_ppi_c
1103,M_atp_c,M_adp_c
1104,M_atp_c,M_f6p_c
1105,M_atp_c,M_h_c
1106,M_fru_c,M_adp_c
1107,M_fru_c,M_f6p_c
1108,M_fru_c,M_h_c
1109,M_dxyl5p_c,M_2me4p_c
1110,M_dxyl5p_c,M_nadp_c
1111,M_h_c,M_2me4p_c
1112,M_h_c,M_nadp_c
1113,M_nadph_c,M_2me4p_c
1114,M_nadph_c,M_nadp_c
1115,M_gtp_c,M_25drapp_c
1116,M_gtp_c,M_for_c
1117,M_gtp_c,M_h_c
1118,M_gtp_c,M_ppi_c
1119,M_h2o_c,M_25drapp_c
1120,M_h2o_c,M_for_c
1121,M_h2o_c,M_h_c
1122,M_h2o_c,M_ppi_c
1123,M_h2o_c,M_alltn_c
1124,M_h2o_c,M_co2_c
1125,M_h2o_c,M_h2o2_c
1126,M_o2_c,M_alltn_c
1127,M_o2_c,M_co2_c
1128,M_o2_c,M_h2o2_c
1129,M_urate_c,M_alltn_c
1130,M_urate_c,M_co2_c
1131,M_urate_c,M_h2o2_c
1132,M_atp_c,M_aps_c
1133,M_atp_c,M_gdp_c
1134,M_atp_c,M_pi_c
1135,M_atp_c,M_ppi_c
1136,M_gtp_c,M_aps_c
1137,M_gtp_c,M_gdp_c
1138,M_gtp_c,M_pi_c
1139,M_gtp_c,M_ppi_c
1140,M_h2o_c,M_aps_c
1141,M_h2o_c,M_gdp_c
1142,M_h2o_c,M_pi_c
1143,M_h2o_c,M_ppi_c
1144,M_so4_c,M_aps_c
1145,M_so4_c,M_gdp_c
1146,M_so4_c,M_pi_c
1147,M_so4_c,M_ppi_c
1148,M_3ophb_c,M_2oph_c
1149,M_3ophb_c,M_co2_c
1150,M_h_c,M_2oph_c
1151,M_h_c,M_co2_c
1152,M_ACP_c,M_amp_c
1153,M_ACP_c,M_myrsACP_c
1154,M_ACP_c,M_ppi_c
1155,M_atp_c,M_amp_c
1156,M_atp_c,M_myrsACP_c
1157,M_atp_c,M_ppi_c
1158,M_ttdca_c,M_amp_c
1159,M_ttdca_c,M_myrsACP_c
1160,M_ttdca_c,M_ppi_c
1161,M_2ohph_c,M_2omph_c
1162,M_2ohph_c,M_ahcys_c
1163,M_2ohph_c,M_h_c
1164,M_amet_c,M_2omph_c
1165,M_amet_c,M_ahcys_c
1166,M_amet_c,M_h_c
1167,M_ser__L_c,M_gly_c
1168,M_ser__L_c,M_h2o_c
1169,M_ser__L_c,M_mlthf_c
1170,M_thf_c,M_gly_c
1171,M_thf_c,M_h2o_c
1172,M_thf_c,M_mlthf_c
1173,M_dhor__S_c,M_orot_c
1174,M_dhor__S_c,M_q8h2_c
1175,M_q8_c,M_orot_c
1176,M_q8_c,M_q8h2_c
1177,M_h_c,M_12ppd__S_c
1178,M_h_c,M_nad_c
1179,M_lald__L_c,M_12ppd__S_c
1180,M_lald__L_c,M_nad_c
1181,M_nadh_c,M_12ppd__S_c
1182,M_nadh_c,M_nad_c
1183,M_glyald_c,M_glyc_c
1184,M_glyald_c,M_nad_c
1185,M_h_c,M_glyc_c
1186,M_h_c,M_nad_c
1187,M_nadh_c,M_glyc_c
1188,M_nadh_c,M_nad_c
1189,M_rml1p_c,M_dhap_c
1190,M_rml1p_c,M_lald__L_c
1191,M_nad_c,M_f6p_c
1192,M_nad_c,M_h_c
1193,M_nad_c,M_nadh_c
1194,M_sbt6p_c,M_f6p_c
1195,M_sbt6p_c,M_h_c
1196,M_sbt6p_c,M_nadh_c
1197,M_atp_c,M_adp_c
1198,M_atp_c,M_h_c
1199,M_atp_c,M_tagdp__D_c
1200,M_tag6p__D_c,M_adp_c
1201,M_tag6p__D_c,M_h_c
1202,M_tag6p__D_c,M_tagdp__D_c
1203,M_galt1p_c,M_h_c
1204,M_galt1p_c,M_nadh_c
1205,M_galt1p_c,M_tag6p__D_c
1206,M_nad_c,M_h_c
1207,M_nad_c,M_nadh_c
1208,M_nad_c,M_tag6p__D_c
1209,M_acac_c,M_aacoa_c
1210,M_acac_c,M_ac_c
1211,M_accoa_c,M_aacoa_c
1212,M_accoa_c,M_ac_c
1213,M_h2o_c,M_26dap_LL_c
1214,M_h2o_c,M_succ_c
1215,M_sl26da_c,M_26dap_LL_c
1216,M_sl26da_c,M_succ_c
1217,M_accoa_c,M_ac_c
1218,M_accoa_c,M_btcoa_c
1219,M_but_c,M_ac_c
1220,M_but_c,M_btcoa_c
1221,M_tagdp__D_c,M_dhap_c
1222,M_tagdp__D_c,M_g3p_c
1223,M_mana_c,M_fruur_c
1224,M_mana_c,M_h_c
1225,M_mana_c,M_nadh_c
1226,M_nad_c,M_fruur_c
1227,M_nad_c,M_h_c
1228,M_nad_c,M_nadh_c
1229,M_altrn_c,M_h_c
1230,M_altrn_c,M_nadh_c
1231,M_altrn_c,M_tagur_c
1232,M_nad_c,M_h_c
1233,M_nad_c,M_nadh_c
1234,M_nad_c,M_tagur_c
1235,M_dmso_c,M_dms_c
1236,M_dmso_c,M_h2o_c
1237,M_dmso_c,M_mqn8_c
1238,M_mql8_c,M_dms_c
1239,M_mql8_c,M_h2o_c
1240,M_mql8_c,M_mqn8_c
1241,M_2pglyc_c,M_glyclt_c
1242,M_2pglyc_c,M_pi_c
1243,M_h2o_c,M_glyclt_c
1244,M_h2o_c,M_pi_c
1245,M_2dhguln_c,M_idon__L_c
1246,M_2dhguln_c,M_nad_c
1247,M_h_c,M_idon__L_c
1248,M_h_c,M_nad_c
1249,M_nadh_c,M_idon__L_c
1250,M_nadh_c,M_nad_c
1251,M_25dkglcn_c,M_5dglcn_c
1252,M_25dkglcn_c,M_nadp_c
1253,M_h_c,M_5dglcn_c
1254,M_h_c,M_nadp_c
1255,M_nadph_c,M_5dglcn_c
1256,M_nadph_c,M_nadp_c
1257,M_dttp_c,M_dtdpglu_c
1258,M_dttp_c,M_ppi_c
1259,M_g1p_c,M_dtdpglu_c
1260,M_g1p_c,M_ppi_c
1261,M_h_c,M_dtdpglu_c
1262,M_h_c,M_ppi_c
1263,M_dtdpglu_c,M_dtdp4d6dg_c
1264,M_dtdpglu_c,M_h2o_c
1265,M_chor_c,M_4adcho_c
1266,M_chor_c,M_glu__L_c
1267,M_gln__L_c,M_4adcho_c
1268,M_gln__L_c,M_glu__L_c
1269,M_4adcho_c,M_4abz_c
1270,M_4adcho_c,M_h_c
1271,M_4adcho_c,M_pyr_c
1272,M_2dhguln_c,M_idon__L_c
1273,M_2dhguln_c,M_nadp_c
1274,M_h_c,M_idon__L_c
1275,M_h_c,M_nadp_c
1276,M_nadph_c,M_idon__L_c
1277,M_nadph_c,M_nadp_c
1278,M_dha_c,M_dhap_c
1279,M_dha_c,M_pyr_c
1280,M_pep_c,M_dhap_c
1281,M_pep_c,M_pyr_c
1282,M_udpgal_c,M_udpgalfur_c
1283,M_dtdp4d6dg_c,M_dtdp4d6dm_c
1284,M_dtdp4d6dm_c,M_dtdprmn_c
1285,M_dtdp4d6dm_c,M_nadp_c
1286,M_h_c,M_dtdprmn_c
1287,M_h_c,M_nadp_c
1288,M_nadph_c,M_dtdprmn_c
1289,M_nadph_c,M_nadp_c
1290,M_atp_c,M_adp_c
1291,M_atp_c,M_udp_c
1292,M_ump_c,M_adp_c
1293,M_ump_c,M_udp_c
1294,M_5prdmbz_c,M_pi_c
1295,M_5prdmbz_c,M_rdmbzi_c
1296,M_h2o_c,M_pi_c
1297,M_h2o_c,M_rdmbzi_c
1298,M_2dh3dgal6p_c,M_g3p_c
1299,M_2dh3dgal6p_c,M_pyr_c
1300,M_atp_c,M_adp_c
1301,M_atp_c,M_dump_c
1302,M_atp_c,M_h_c
1303,M_duri_c,M_adp_c
1304,M_duri_c,M_dump_c
1305,M_duri_c,M_h_c
1306,M_glyc3p_c,M_dhap_c
1307,M_glyc3p_c,M_mql8_c
1308,M_mqn8_c,M_dhap_c
1309,M_mqn8_c,M_mql8_c
1310,M_alltn_c,M_alltt_c
1311,M_alltn_c,M_h_c
1312,M_h2o_c,M_alltt_c
1313,M_h2o_c,M_h_c
1314,M_h_c,M_nadp_c
1315,M_h_c,M_uamr_c
1316,M_nadph_c,M_nadp_c
1317,M_nadph_c,M_uamr_c
1318,M_uaccg_c,M_nadp_c
1319,M_uaccg_c,M_uamr_c
1320,M_prpp_c,M_ppi_c
1321,M_prpp_c,M_ump_c
1322,M_ura_c,M_ppi_c
1323,M_ura_c,M_ump_c
1324,M_gmp_c,M_gsn_c
1325,M_gmp_c,M_pi_c
1326,M_h2o_c,M_gsn_c
1327,M_h2o_c,M_pi_c
1328,M_atp_c,M_adp_c
1329,M_atp_c,M_ctp_c
1330,M_atp_c,M_glu__L_c
1331,M_atp_c,M_h_c
1332,M_atp_c,M_pi_c
1333,M_gln__L_c,M_adp_c
1334,M_gln__L_c,M_ctp_c
1335,M_gln__L_c,M_glu__L_c
1336,M_gln__L_c,M_h_c
1337,M_gln__L_c,M_pi_c
1338,M_h2o_c,M_adp_c
1339,M_h2o_c,M_ctp_c
1340,M_h2o_c,M_glu__L_c
1341,M_h2o_c,M_h_c
1342,M_h2o_c,M_pi_c
1343,M_utp_c,M_adp_c
1344,M_utp_c,M_ctp_c
1345,M_utp_c,M_glu__L_c
1346,M_utp_c,M_h_c
1347,M_utp_c,M_pi_c
1348,M_dump_c,M_duri_c
1349,M_dump_c,M_pi_c
1350,M_h2o_c,M_duri_c
1351,M_h2o_c,M_pi_c
1352,M_amp_c,M_adn_c
1353,M_amp_c,M_pi_c
1354,M_h2o_c,M_adn_c
1355,M_h2o_c,M_pi_c
1356,M_udcpp_c,M_uagmda_c
1357,M_udcpp_c,M_ump_c
1358,M_ugmda_c,M_uagmda_c
1359,M_ugmda_c,M_ump_c
1360,M_uacgam_c,M_h_c
1361,M_uacgam_c,M_uaagmda_c
1362,M_uacgam_c,M_udp_c
1363,M_uagmda_c,M_h_c
1364,M_uagmda_c,M_uaagmda_c
1365,M_uagmda_c,M_udp_c
1366,M_atp_c,M_adp_c
1367,M_atp_c,M_dctp_c
1368,M_dcdp_c,M_adp_c
1369,M_dcdp_c,M_dctp_c
1370,M_2aobut_c,M_aact_c
1371,M_2aobut_c,M_co2_c
1372,M_h_c,M_aact_c
1373,M_h_c,M_co2_c
1374,M_accoa_c,M_2aobut_c
1375,M_accoa_c,M_coa_c
1376,M_gly_c,M_2aobut_c
1377,M_gly_c,M_coa_c
1378,M_adn_c,M_ade_c
1379,M_adn_c,M_rib__D_c
1380,M_h2o_c,M_ade_c
1381,M_h2o_c,M_rib__D_c
1382,M_gmhep17bp_c,M_gmhep1p_c
1383,M_gmhep17bp_c,M_pi_c
1384,M_h2o_c,M_gmhep1p_c
1385,M_h2o_c,M_pi_c
1386,M_s7p_c,M_gmhep7p_c
1387,M_3ig3p_c,M_g3p_c
1388,M_3ig3p_c,M_indole_c
1389,M_f6p_c,M_dha_c
1390,M_f6p_c,M_g3p_c
1391,M_adphep_DD_c,M_adphep_LD_c
1392,M_bbtcoa_c,M_crncoa_c
1393,M_bbtcoa_c,M_gbbtn_c
1394,M_crn_c,M_crncoa_c
1395,M_crn_c,M_gbbtn_c
1396,M_crn_c,M_crncoa_c
1397,M_crn_c,M_ctbt_c
1398,M_ctbtcoa_c,M_crncoa_c
1399,M_ctbtcoa_c,M_ctbt_c
1400,M_h2o_c,M_pi_c
1401,M_h2o_c,M_xtsn_c
1402,M_xmp_c,M_pi_c
1403,M_xmp_c,M_xtsn_c
1404,M_crncoa_c,M_ctbtcoa_c
1405,M_crncoa_c,M_h2o_c
1406,M_atp_c,M_adphep_DD_c
1407,M_atp_c,M_ppi_c
1408,M_gmhep1p_c,M_adphep_DD_c
1409,M_gmhep1p_c,M_ppi_c
1410,M_h_c,M_adphep_DD_c
1411,M_h_c,M_ppi_c
1412,M_ade_c,M_amp_c
1413,M_ade_c,M_ppi_c
1414,M_prpp_c,M_amp_c
1415,M_prpp_c,M_ppi_c
1416,M_5dglcn_c,M_idon__L_c
1417,M_5dglcn_c,M_nad_c
1418,M_h_c,M_idon__L_c
1419,M_h_c,M_nad_c
1420,M_nadh_c,M_idon__L_c
1421,M_nadh_c,M_nad_c
1422,M_5dglcn_c,M_idon__L_c
1423,M_5dglcn_c,M_nadp_c
1424,M_h_c,M_idon__L_c
1425,M_h_c,M_nadp_c
1426,M_nadph_c,M_idon__L_c
1427,M_nadph_c,M_nadp_c
1428,M_fad_c,M_fadh2_c
1429,M_fad_c,M_nad_c
1430,M_h_c,M_fadh2_c
1431,M_h_c,M_nad_c
1432,M_nadh_c,M_fadh2_c
1433,M_nadh_c,M_nad_c
1434,M_atp_c,M_amp_c
1435,M_atp_c,M_gdptp_c
1436,M_atp_c,M_h_c
1437,M_gtp_c,M_amp_c
1438,M_gtp_c,M_gdptp_c
1439,M_gtp_c,M_h_c
1440,M_h2o_c,M_adprib_c
1441,M_h2o_c,M_h_c
1442,M_h2o_c,M_ncam_c
1443,M_nad_c,M_adprib_c
1444,M_nad_c,M_h_c
1445,M_nad_c,M_ncam_c
1446,M_glx_c,M_glyclt_c
1447,M_glx_c,M_nad_c
1448,M_h_c,M_glyclt_c
1449,M_h_c,M_nad_c
1450,M_nadh_c,M_glyclt_c
1451,M_nadh_c,M_nad_c
1452,M_amp_c,M_adp_c
1453,M_atp_c,M_adp_c
1454,M_atp_c,M_adp_c
1455,M_atp_c,M_utp_c
1456,M_udp_c,M_adp_c
1457,M_udp_c,M_utp_c
1458,M_atp_c,M_adp_c
1459,M_atp_c,M_ctp_c
1460,M_cdp_c,M_adp_c
1461,M_cdp_c,M_ctp_c
1462,M_h_c,M_glyc__R_c
1463,M_h_c,M_nadp_c
1464,M_hpyr_c,M_glyc__R_c
1465,M_hpyr_c,M_nadp_c
1466,M_nadph_c,M_glyc__R_c
1467,M_nadph_c,M_nadp_c
1468,M_atp_c,M_adp_c
1469,M_atp_c,M_dttp_c
1470,M_dtdp_c,M_adp_c
1471,M_dtdp_c,M_dttp_c
1472,M_acorn_c,M_ac_c
1473,M_acorn_c,M_orn_c
1474,M_h2o_c,M_ac_c
1475,M_h2o_c,M_orn_c
1476,M_adn_c,M_ins_c
1477,M_adn_c,M_nh4_c
1478,M_h2o_c,M_ins_c
1479,M_h2o_c,M_nh4_c
1480,M_h_c,M_ins_c
1481,M_h_c,M_nh4_c
1482,M_dad_2_c,M_din_c
1483,M_dad_2_c,M_nh4_c
1484,M_h2o_c,M_din_c
1485,M_h2o_c,M_nh4_c
1486,M_h_c,M_din_c
1487,M_h_c,M_nh4_c
1488,M_ade_c,M_hxan_c
1489,M_ade_c,M_nh4_c
1490,M_h2o_c,M_hxan_c
1491,M_h2o_c,M_nh4_c
1492,M_h_c,M_hxan_c
1493,M_h_c,M_nh4_c
1494,M_fe2_c,M_h_c
1495,M_fe2_c,M_pheme_c
1496,M_ppp9_c,M_h_c
1497,M_ppp9_c,M_pheme_c
1498,M_4hbz_c,M_3ophb_c
1499,M_4hbz_c,M_ppi_c
1500,M_octdp_c,M_3ophb_c
1501,M_octdp_c,M_ppi_c
1502,M_atp_c,M_4ppan_c
1503,M_atp_c,M_adp_c
1504,M_atp_c,M_h_c
1505,M_pnto__R_c,M_4ppan_c
1506,M_pnto__R_c,M_adp_c
1507,M_pnto__R_c,M_h_c
1508,M_asp__L_c,M_dcamp_c
1509,M_asp__L_c,M_gdp_c
1510,M_asp__L_c,M_h_c
1511,M_asp__L_c,M_pi_c
1512,M_gtp_c,M_dcamp_c
1513,M_gtp_c,M_gdp_c
1514,M_gtp_c,M_h_c
1515,M_gtp_c,M_pi_c
1516,M_imp_c,M_dcamp_c
1517,M_imp_c,M_gdp_c
1518,M_imp_c,M_h_c
1519,M_imp_c,M_pi_c
1520,M_acgam6p_c,M_ac_c
1521,M_acgam6p_c,M_gam6p_c
1522,M_h2o_c,M_ac_c
